,SNO,Gene ID,Transcript ID,Exon ID,Strand,Seq region Name,Exon Start,Exon End,Exon Length
12457,12458,ENSG00000231252,ENST00000634701,ENSE00003785171,-1,1,60726410,60726476,67
12458,12459,ENSG00000231252,ENST00000634701,ENSE00003790293,-1,1,60704778,60704959,182
12459,12460,ENSG00000231252,ENST00000634701,ENSE00003784378,-1,1,60677196,60677412,217
12460,12461,ENSG00000231252,ENST00000634701,ENSE00003789513,-1,1,60667107,60668335,1229
12461,12462,ENSG00000231253,ENST00000452505,ENSE00001719963,1,22,33108529,33108625,97
12462,12463,ENSG00000231253,ENST00000452505,ENSE00001651199,1,22,33109103,33109233,131
12463,12464,ENSG00000231253,ENST00000452505,ENSE00001735296,1,22,33110409,33110643,235
12464,12465,ENSG00000231253,ENST00000452505,ENSE00001777126,1,22,33116208,33116294,87
12465,12466,ENSG00000231265,ENST00000431460,ENSE00001714278,-1,20,50041377,50041504,128
12466,12467,ENSG00000231265,ENST00000431460,ENSE00001699927,-1,20,50040716,50041049,334
12467,12468,ENSG00000231266,ENST00000439745,ENSE00001760879,-1,2,16228059,16228194,136
12468,12469,ENSG00000231266,ENST00000439745,ENSE00001713204,-1,2,16227027,16227305,279
12469,12470,ENSG00000231291,ENST00000503188,ENSE00002070274,1,5,4512262,4512483,222
12470,12471,ENSG00000231291,ENST00000503188,ENSE00002026322,1,5,4515323,4516776,1454
12471,12472,ENSG00000231297,ENST00000456477,ENSE00001606127,1,6,166099665,166100060,396
12472,12473,ENSG00000231297,ENST00000456477,ENSE00001609060,1,6,166100710,166100761,52
12473,12474,ENSG00000231297,ENST00000456477,ENSE00001617535,1,6,166112687,166113273,587
12474,12475,ENSG00000231298,ENST00000430998,ENSE00001657354,-1,10,4678049,4678154,106
12475,12476,ENSG00000231298,ENST00000430998,ENSE00001760517,-1,10,4659453,4659680,228
12476,12477,ENSG00000231298,ENST00000430998,ENSE00001775371,-1,10,4657601,4657725,125
12477,12478,ENSG00000231298,ENST00000430998,ENSE00001711687,-1,10,4650185,4651203,1019
12478,12479,ENSG00000231298,ENST00000443994,ENSE00001612206,-1,10,4656703,4656800,98
12479,12480,ENSG00000231298,ENST00000443994,ENSE00001806370,-1,10,4656034,4656252,219
12480,12481,ENSG00000231298,ENST00000443994,ENSE00001715858,-1,10,4651103,4651203,101
12481,12482,ENSG00000231298,ENST00000449712,ENSE00001714484,-1,10,4678049,4678132,84
12482,12483,ENSG00000231298,ENST00000449712,ENSE00001760517,-1,10,4659453,4659680,228
12483,12484,ENSG00000231298,ENST00000449712,ENSE00001775371,-1,10,4657601,4657725,125
12484,12485,ENSG00000231298,ENST00000449712,ENSE00001718819,-1,10,4656703,4656925,223
12485,12486,ENSG00000231298,ENST00000449712,ENSE00001776887,-1,10,4651161,4651203,43
12486,12487,ENSG00000231324,ENST00000457669,ENSE00001613818,-1,21,36636791,36637033,243
12487,12488,ENSG00000231324,ENST00000457669,ENSE00001671260,-1,21,36632681,36633570,890
12488,12489,ENSG00000231326,ENST00000418524,ENSE00003657745,-1,10,2189462,2189474,13
12489,12490,ENSG00000231326,ENST00000418524,ENSE00003571824,-1,10,2187657,2187932,276
12490,12491,ENSG00000231326,ENST00000418524,ENSE00001630449,-1,10,2176343,2176432,90
12491,12492,ENSG00000231326,ENST00000418524,ENSE00001637658,-1,10,2172740,2172834,95
12492,12493,ENSG00000231326,ENST00000418524,ENSE00001791757,-1,10,2169140,2169252,113
12493,12494,ENSG00000231326,ENST00000436003,ENSE00001630449,-1,10,2176343,2176432,90
12494,12495,ENSG00000231326,ENST00000436003,ENSE00001701540,-1,10,2169147,2169252,106
12495,12496,ENSG00000231327,ENST00000414141,ENSE00001650139,-1,2,70125046,70125317,272
12496,12497,ENSG00000231327,ENST00000414141,ENSE00001728635,-1,2,70124036,70124425,390
12497,12498,ENSG00000231346,ENST00000450155,ENSE00001476357,-1,1,111608136,111608318,183
12498,12499,ENSG00000231346,ENST00000450155,ENSE00001783835,-1,1,111604629,111604702,74
12499,12500,ENSG00000231346,ENST00000450155,ENSE00001741063,-1,1,111604369,111604500,132
12500,12501,ENSG00000231346,ENST00000450155,ENSE00001776037,-1,1,111602192,111602255,64
12501,12502,ENSG00000231346,ENST00000450155,ENSE00001793340,-1,1,111599655,111600095,441
12502,12503,ENSG00000231346,ENST00000441004,ENSE00001550515,-1,1,111608136,111608324,189
12503,12504,ENSG00000231346,ENST00000441004,ENSE00001783835,-1,1,111604629,111604702,74
12504,12505,ENSG00000231346,ENST00000441004,ENSE00001741063,-1,1,111604369,111604500,132
12505,12506,ENSG00000231346,ENST00000441004,ENSE00001753532,-1,1,111602192,111602333,142
12506,12507,ENSG00000231346,ENST00000441004,ENSE00001721807,-1,1,111599865,111600095,231
12507,12508,ENSG00000231346,ENST00000453988,ENSE00001758172,-1,1,111608213,111608723,511
12508,12509,ENSG00000231346,ENST00000453988,ENSE00001783835,-1,1,111604629,111604702,74
12509,12510,ENSG00000231346,ENST00000453988,ENSE00001680850,-1,1,111604380,111604500,121
12510,12511,ENSG00000231358,ENST00000422082,ENSE00003837941,-1,13,18944140,18944284,145
12511,12512,ENSG00000231358,ENST00000422082,ENSE00003837268,-1,13,18932569,18932762,194
12512,12513,ENSG00000231358,ENST00000422082,ENSE00001660731,-1,13,18923541,18923763,223
12513,12514,ENSG00000231358,ENST00000422082,ENSE00001616736,-1,13,18921889,18922409,521
12514,12515,ENSG00000231364,ENST00000446227,ENSE00001657735,1,1,83445967,83446674,708
12515,12516,ENSG00000231364,ENST00000446227,ENSE00001723509,1,1,83454658,83454879,222
12516,12517,ENSG00000231364,ENST00000446227,ENSE00003785198,1,1,83462574,83462687,114
12517,12518,ENSG00000231367,ENST00000438085,ENSE00001603766,-1,2,38417776,38417927,152
12518,12519,ENSG00000231367,ENST00000438085,ENSE00001650016,-1,2,38406719,38406989,271
12519,12520,ENSG00000231367,ENST00000417039,ENSE00001631530,-1,2,38515447,38515740,294
12520,12521,ENSG00000231367,ENST00000417039,ENSE00001804775,-1,2,38496275,38496478,204
12521,12522,ENSG00000231367,ENST00000417039,ENSE00001606418,-1,2,38482959,38483156,198
12522,12523,ENSG00000231367,ENST00000417039,ENSE00001733221,-1,2,38469244,38469441,198
12523,12524,ENSG00000231367,ENST00000417039,ENSE00001732510,-1,2,38406728,38406989,262
12524,12525,ENSG00000231367,ENST00000437979,ENSE00001784532,-1,2,38462903,38463114,212
12525,12526,ENSG00000231367,ENST00000437979,ENSE00001770651,-1,2,38458637,38458875,239
12526,12527,ENSG00000231367,ENST00000421463,ENSE00001667536,-1,2,38482959,38483093,135
12527,12528,ENSG00000231367,ENST00000421463,ENSE00001733221,-1,2,38469244,38469441,198
12528,12529,ENSG00000231367,ENST00000421463,ENSE00001633575,-1,2,38462903,38462971,69
12529,12530,ENSG00000231367,ENST00000421463,ENSE00001600759,-1,2,38458643,38458875,233
12530,12531,ENSG00000231367,ENST00000413227,ENSE00001733221,-1,2,38469244,38469441,198
12531,12532,ENSG00000231367,ENST00000413227,ENSE00001609962,-1,2,38458646,38458875,230
12532,12533,ENSG00000231394,ENST00000449899,ENSE00001680799,1,7,55593777,55593896,120
12533,12534,ENSG00000231394,ENST00000449899,ENSE00001798802,1,7,55594584,55595006,423
12534,12535,ENSG00000231401,ENST00000435368,ENSE00001601714,-1,3,8366331,8366392,62
12535,12536,ENSG00000231401,ENST00000435368,ENSE00001794429,-1,3,8365594,8365799,206
12536,12537,ENSG00000231401,ENST00000435368,ENSE00001615003,-1,3,8364707,8365376,670
12537,12538,ENSG00000231403,ENST00000454489,ENSE00001660261,-1,2,11390257,11390367,111
12538,12539,ENSG00000231403,ENST00000454489,ENSE00001680483,-1,2,11388909,11389314,406
12539,12540,ENSG00000231403,ENST00000454489,ENSE00001715205,-1,2,11388023,11388131,109
12540,12541,ENSG00000231405,ENST00000430468,ENSE00001601231,1,22,27143478,27143529,52
12541,12542,ENSG00000231405,ENST00000430468,ENSE00001773630,1,22,27159458,27159878,421
12542,12543,ENSG00000231412,ENST00000595748,ENSE00002978565,-1,19,43331344,43331430,87
12543,12544,ENSG00000231412,ENST00000595748,ENSE00003210237,-1,19,43329295,43329508,214
12544,12545,ENSG00000231413,ENST00000455238,ENSE00001749947,-1,1,48082143,48082196,54
12545,12546,ENSG00000231413,ENST00000455238,ENSE00001676163,-1,1,48078787,48079024,238
12546,12547,ENSG00000231418,ENST00000433356,ENSE00001633483,-1,7,31421249,31421286,38
12547,12548,ENSG00000231418,ENST00000433356,ENSE00001706058,-1,7,31416811,31416904,94
12548,12549,ENSG00000231418,ENST00000433356,ENSE00001722825,-1,7,31415371,31415575,205
12549,12550,ENSG00000231418,ENST00000433356,ENSE00001631090,-1,7,31414645,31414882,238
12550,12551,ENSG00000231420,ENST00000429317,ENSE00001740331,-1,2,150256859,150257007,149
12551,12552,ENSG00000231420,ENST00000429317,ENSE00001602223,-1,2,150245583,150245687,105
12552,12553,ENSG00000231420,ENST00000429317,ENSE00001634961,-1,2,150234892,150235201,310
12553,12554,ENSG00000231422,ENST00000436140,ENSE00001799467,1,10,25113058,25113686,629
12554,12555,ENSG00000231422,ENST00000436140,ENSE00001724901,1,10,25116612,25116705,94
12555,12556,ENSG00000231422,ENST00000436140,ENSE00003609244,1,10,25117292,25117413,122
12556,12557,ENSG00000231422,ENST00000436140,ENSE00003515239,1,10,25125723,25125905,183
12557,12558,ENSG00000231422,ENST00000436140,ENSE00003606026,1,10,25126251,25126498,248
12558,12559,ENSG00000231422,ENST00000436140,ENSE00003681613,1,10,25158369,25158498,130
12559,12560,ENSG00000231422,ENST00000436140,ENSE00003559628,1,10,25159651,25161236,1586
12560,12561,ENSG00000231426,ENST00000644936,ENSE00003817023,1,6,139677639,139677841,203
12561,12562,ENSG00000231426,ENST00000644936,ENSE00001750107,1,6,139856764,139856819,56
12562,12563,ENSG00000231426,ENST00000644936,ENSE00003818343,1,6,139859285,139860475,1191
12563,12564,ENSG00000231426,ENST00000647189,ENSE00003817023,1,6,139677639,139677841,203
12564,12565,ENSG00000231426,ENST00000647189,ENSE00003820452,1,6,139771073,139771123,51
12565,12566,ENSG00000231426,ENST00000647189,ENSE00001750107,1,6,139856764,139856819,56
12566,12567,ENSG00000231426,ENST00000647189,ENSE00003819691,1,6,139859285,139860476,1192
12567,12568,ENSG00000231426,ENST00000642381,ENSE00003821138,1,6,139677645,139677841,197
12568,12569,ENSG00000231426,ENST00000642381,ENSE00003819920,1,6,139745386,139745439,54
12569,12570,ENSG00000231426,ENST00000642381,ENSE00001750107,1,6,139856764,139856819,56
12570,12571,ENSG00000231426,ENST00000642381,ENSE00003819691,1,6,139859285,139860476,1192
12571,12572,ENSG00000231426,ENST00000647420,ENSE00003821057,1,6,139705620,139705775,156
12572,12573,ENSG00000231426,ENST00000647420,ENSE00003820452,1,6,139771073,139771123,51
12573,12574,ENSG00000231426,ENST00000647420,ENSE00001750107,1,6,139856764,139856819,56
12574,12575,ENSG00000231426,ENST00000647420,ENSE00003819691,1,6,139859285,139860476,1192
12575,12576,ENSG00000231426,ENST00000646293,ENSE00003822973,1,6,139839687,139839758,72
12576,12577,ENSG00000231426,ENST00000646293,ENSE00001750107,1,6,139856764,139856819,56
12577,12578,ENSG00000231426,ENST00000646293,ENSE00003818343,1,6,139859285,139860475,1191
12578,12579,ENSG00000231426,ENST00000414038,ENSE00001687186,1,6,139854850,139854977,128
12579,12580,ENSG00000231426,ENST00000414038,ENSE00001750107,1,6,139856764,139856819,56
12580,12581,ENSG00000231426,ENST00000414038,ENSE00001805124,1,6,139859285,139859808,524
12581,12582,ENSG00000231426,ENST00000431609,ENSE00001679931,1,6,139854919,139854951,33
12582,12583,ENSG00000231426,ENST00000431609,ENSE00001750107,1,6,139856764,139856819,56
12583,12584,ENSG00000231426,ENST00000431609,ENSE00001628289,1,6,139859285,139860151,867
12584,12585,ENSG00000231427,ENST00000458615,ENSE00001715188,1,7,54330697,54330818,122
12585,12586,ENSG00000231427,ENST00000458615,ENSE00001651252,1,7,54347294,54347365,72
12586,12587,ENSG00000231427,ENST00000458615,ENSE00001626964,1,7,54349365,54349849,485
12587,12588,ENSG00000231427,ENST00000426205,ENSE00001664748,1,7,54330779,54330818,40
12588,12589,ENSG00000231427,ENST00000426205,ENSE00001651252,1,7,54347294,54347365,72
12589,12590,ENSG00000231427,ENST00000426205,ENSE00001767598,1,7,54348898,54349597,700
12590,12591,ENSG00000231428,ENST00000411690,ENSE00001697406,1,13,110053285,110053311,27
12591,12592,ENSG00000231428,ENST00000411690,ENSE00001783060,1,13,110053851,110053913,63
12592,12593,ENSG00000231428,ENST00000411690,ENSE00001615598,1,13,110054014,110054182,169
12593,12594,ENSG00000231428,ENST00000411690,ENSE00001680165,1,13,110054773,110054952,180
12594,12595,ENSG00000231437,ENST00000442751,ENSE00001783051,1,1,111989770,111990188,419
12595,12596,ENSG00000231437,ENST00000442751,ENSE00001598159,1,1,111990568,111991123,556
12596,12597,ENSG00000231437,ENST00000428461,ENSE00001627072,1,1,111990296,111990398,103
12597,12598,ENSG00000231437,ENST00000428461,ENSE00001663860,1,1,111990568,111991173,606
12598,12599,ENSG00000231437,ENST00000438293,ENSE00001614374,1,1,111990536,111991187,652
12599,12600,ENSG00000231437,ENST00000438293,ENSE00001603946,1,1,111996427,111998842,2416
12600,12601,ENSG00000231439,ENST00000527434,ENSE00003594144,1,16,22910,23085,176
12601,12602,ENSG00000231439,ENST00000527434,ENSE00003545780,1,16,24246,25123,878
12602,12603,ENSG00000231453,ENST00000420866,ENSE00001733375,1,2,174326027,174327410,1384
12603,12604,ENSG00000231453,ENST00000420866,ENSE00001772406,1,2,174328457,174328836,380
12604,12605,ENSG00000231453,ENST00000420866,ENSE00001803129,1,2,174329285,174330643,1359
12605,12606,ENSG00000231453,ENST00000436820,ENSE00001755642,1,2,174328772,174328836,65
12606,12607,ENSG00000231453,ENST00000436820,ENSE00001718889,1,2,174328973,174330542,1570
12607,12608,ENSG00000231460,ENST00000423440,ENSE00001634260,1,9,23829670,23830274,605
12608,12609,ENSG00000231460,ENST00000423440,ENSE00001754293,1,9,23831438,23831598,161
12609,12610,ENSG00000231460,ENST00000423440,ENSE00001641383,1,9,23832184,23832315,132
12610,12611,ENSG00000231460,ENST00000423440,ENSE00001697183,1,9,23847276,23847408,133
12611,12612,ENSG00000231460,ENST00000423440,ENSE00001610498,1,9,23849516,23849914,399
12612,12613,ENSG00000231473,ENST00000433480,ENSE00001791553,-1,13,48303291,48303661,371
12613,12614,ENSG00000231473,ENST00000433480,ENSE00001699283,-1,13,48302339,48302492,154
12614,12615,ENSG00000231473,ENST00000433480,ENSE00001800614,-1,13,48296513,48297130,618
12615,12616,ENSG00000231473,ENST00000436963,ENSE00001685571,-1,13,48303486,48303659,174
12616,12617,ENSG00000231473,ENST00000436963,ENSE00001744371,-1,13,48302447,48302492,46
12617,12618,ENSG00000231476,ENST00000421380,ENSE00001697154,1,7,1620654,1620756,103
12618,12619,ENSG00000231476,ENST00000421380,ENSE00001634699,1,7,1621072,1621405,334
12619,12620,ENSG00000231477,ENST00000435953,ENSE00001794500,1,17,19457080,19457317,238
12620,12621,ENSG00000231477,ENST00000435953,ENSE00001738449,1,17,19458095,19458399,305
12621,12622,ENSG00000231482,ENST00000650512,ENSE00003831642,-1,2,1580201,1580747,547
12622,12623,ENSG00000231482,ENST00000650512,ENSE00003839974,-1,2,1418363,1418461,99
12623,12624,ENSG00000231482,ENST00000650512,ENSE00003834310,-1,2,1409529,1409747,219
12624,12625,ENSG00000231482,ENST00000650512,ENSE00003835768,-1,2,1366234,1367493,1260
12625,12626,ENSG00000231482,ENST00000419028,ENSE00001748333,-1,2,1580201,1580311,111
12626,12627,ENSG00000231482,ENST00000419028,ENSE00001738274,-1,2,1572554,1572997,444
12627,12628,ENSG00000231483,ENST00000425246,ENSE00001776012,-1,10,5610732,5610793,62
12628,12629,ENSG00000231483,ENST00000425246,ENSE00001777052,-1,10,5610314,5610436,123
12629,12630,ENSG00000231483,ENST00000425246,ENSE00001657675,-1,10,5610108,5610167,60
12630,12631,ENSG00000231483,ENST00000425246,ENSE00001727977,-1,10,5609687,5609797,111
12631,12632,ENSG00000231483,ENST00000425246,ENSE00001704738,-1,10,5608475,5608731,257
12632,12633,ENSG00000231485,ENST00000448344,ENSE00001744798,-1,1,65067604,65067737,134
12633,12634,ENSG00000231485,ENST00000448344,ENSE00001787762,-1,1,65066627,65066802,176
12634,12635,ENSG00000231487,ENST00000415865,ENSE00001679398,-1,11,1663311,1663343,33
12635,12636,ENSG00000231487,ENST00000415865,ENSE00001802750,-1,11,1662584,1663138,555
12636,12637,ENSG00000231492,ENST00000569737,ENSE00002596525,1,11,64420391,64420622,232
12637,12638,ENSG00000231492,ENST00000569737,ENSE00002619229,1,11,64420732,64421057,326
12638,12639,ENSG00000231492,ENST00000449694,ENSE00002582647,1,11,64420535,64420561,27
12639,12640,ENSG00000231492,ENST00000449694,ENSE00001707102,1,11,64428161,64428198,38
12640,12641,ENSG00000231492,ENST00000449694,ENSE00001669258,1,11,64432304,64432368,65
12641,12642,ENSG00000231492,ENST00000449694,ENSE00001617208,1,11,64432460,64432670,211
12642,12643,ENSG00000231495,ENST00000422833,ENSE00001648705,1,22,27707580,27707653,74
12643,12644,ENSG00000231495,ENST00000422833,ENSE00001624811,1,22,27709891,27709931,41
12644,12645,ENSG00000231496,ENST00000420825,ENSE00001751072,1,10,10960151,10960363,213
12645,12646,ENSG00000231496,ENST00000420825,ENSE00001779380,1,10,10966562,10966752,191
12646,12647,ENSG00000231496,ENST00000420825,ENSE00001616756,1,10,10970684,10970816,133
12647,12648,ENSG00000231505,ENST00000431411,ENSE00001642625,-1,2,106537977,106538079,103
12648,12649,ENSG00000231505,ENST00000431411,ENSE00001679251,-1,2,106535159,106535371,213
12649,12650,ENSG00000231505,ENST00000431411,ENSE00001724304,-1,2,106521903,106522140,238
12650,12651,ENSG00000231507,ENST00000412772,ENSE00001768140,1,1,203287152,203287311,160
12651,12652,ENSG00000231507,ENST00000412772,ENSE00001774269,1,1,203287989,203288306,318
12652,12653,ENSG00000231507,ENST00000412772,ENSE00001702946,1,1,203288505,203288801,297
12653,12654,ENSG00000231507,ENST00000433008,ENSE00001685410,1,1,203287770,203287831,62
12654,12655,ENSG00000231507,ENST00000433008,ENSE00001779586,1,1,203287989,203288250,262
12655,12656,ENSG00000231507,ENST00000433008,ENSE00001788919,1,1,203288505,203288534,30
12656,12657,ENSG00000231509,ENST00000443792,ENSE00001596221,1,9,5584490,5584845,356
12657,12658,ENSG00000231509,ENST00000443792,ENSE00001619824,1,9,5588593,5588994,402
12658,12659,ENSG00000231510,ENST00000443270,ENSE00001668509,-1,1,5090733,5090899,167
12659,12660,ENSG00000231510,ENST00000443270,ENSE00001705488,-1,1,5090580,5090627,48
12660,12661,ENSG00000231510,ENST00000443270,ENSE00001783976,-1,1,5088251,5088373,123
12661,12662,ENSG00000231510,ENST00000443270,ENSE00001627130,-1,1,5086459,5086569,111
12662,12663,ENSG00000231528,ENST00000453010,ENSE00001714587,1,9,113113073,113113163,91
12663,12664,ENSG00000231528,ENST00000453010,ENSE00001594274,1,9,113113557,113113663,107
12664,12665,ENSG00000231528,ENST00000453010,ENSE00001737354,1,9,113114420,113119846,5427
12665,12666,ENSG00000231528,ENST00000434051,ENSE00001774856,1,9,113113073,113113663,591
12666,12667,ENSG00000231528,ENST00000434051,ENSE00001666531,1,9,113114420,113119928,5509
12667,12668,ENSG00000231529,ENST00000446169,ENSE00001777423,-1,1,220486991,220487043,53
12668,12669,ENSG00000231529,ENST00000446169,ENSE00001671377,-1,1,220485104,220485440,337
12669,12670,ENSG00000231532,ENST00000412134,ENSE00001659478,-1,2,4656166,4656215,50
12670,12671,ENSG00000231532,ENST00000412134,ENSE00001612391,-1,2,4652513,4652573,61
12671,12672,ENSG00000231532,ENST00000412134,ENSE00001610065,-1,2,4651313,4651529,217
12672,12673,ENSG00000231532,ENST00000412134,ENSE00001607955,-1,2,4634894,4635059,166
12673,12674,ENSG00000231532,ENST00000412134,ENSE00001764618,-1,2,4628222,4630390,2169
12674,12675,ENSG00000231532,ENST00000432314,ENSE00001618659,-1,2,4642920,4643355,436
12675,12676,ENSG00000231532,ENST00000432314,ENSE00001687567,-1,2,4630200,4630390,191
12676,12677,ENSG00000231532,ENST00000421212,ENSE00001746435,-1,2,4656166,4656203,38
12677,12678,ENSG00000231532,ENST00000421212,ENSE00001612391,-1,2,4652513,4652573,61
12678,12679,ENSG00000231532,ENST00000421212,ENSE00001610065,-1,2,4651313,4651529,217
12679,12680,ENSG00000231532,ENST00000421212,ENSE00001687567,-1,2,4630200,4630390,191
12680,12681,ENSG00000231533,ENST00000429444,ENSE00001596600,1,6,79420297,79420404,108
12681,12682,ENSG00000231533,ENST00000429444,ENSE00001708145,1,6,79420540,79420637,98
12682,12683,ENSG00000231533,ENST00000429444,ENSE00001761219,1,6,79421038,79421305,268
12683,12684,ENSG00000231535,ENST00000652068,ENSE00003850075,1,Y,3002894,3003217,324
12684,12685,ENSG00000231535,ENST00000652068,ENSE00001757585,1,Y,3079284,3079341,58
12685,12686,ENSG00000231535,ENST00000652068,ENSE00001620860,1,Y,3096995,3097056,62
12686,12687,ENSG00000231535,ENST00000652068,ENSE00003845872,1,Y,3102085,3102194,110
12687,12688,ENSG00000231535,ENST00000652068,ENSE00003849094,1,Y,3111283,3111348,66
12688,12689,ENSG00000231535,ENST00000652068,ENSE00003845891,1,Y,3120436,3120705,270
12689,12690,ENSG00000231535,ENST00000651090,ENSE00003850075,1,Y,3002894,3003217,324
12690,12691,ENSG00000231535,ENST00000651090,ENSE00003843073,1,Y,3058657,3058784,128
12691,12692,ENSG00000231535,ENST00000651090,ENSE00001757585,1,Y,3079284,3079341,58
12692,12693,ENSG00000231535,ENST00000651090,ENSE00001620860,1,Y,3096995,3097056,62
12693,12694,ENSG00000231535,ENST00000651090,ENSE00003842706,1,Y,3199500,3200509,1010
12694,12695,ENSG00000231535,ENST00000444263,ENSE00001678149,1,Y,3002912,3003217,306
12695,12696,ENSG00000231535,ENST00000444263,ENSE00001757585,1,Y,3079284,3079341,58
12696,12697,ENSG00000231535,ENST00000444263,ENSE00001696132,1,Y,3096995,3097217,223
12697,12698,ENSG00000231535,ENST00000425031,ENSE00001677281,1,Y,3002998,3003217,220
12698,12699,ENSG00000231535,ENST00000425031,ENSE00001757585,1,Y,3079284,3079341,58
12699,12700,ENSG00000231535,ENST00000425031,ENSE00001620860,1,Y,3096995,3097056,62
12700,12701,ENSG00000231535,ENST00000425031,ENSE00001694023,1,Y,3102085,3102272,188
12701,12702,ENSG00000231539,ENST00000433315,ENSE00001635268,-1,7,42844297,42844438,142
12702,12703,ENSG00000231539,ENST00000433315,ENSE00001724018,-1,7,42829672,42830090,419
12703,12704,ENSG00000231557,ENST00000456031,ENSE00001711750,-1,2,199071746,199071791,46
12704,12705,ENSG00000231557,ENST00000456031,ENSE00001706429,-1,2,199071420,199071487,68
12705,12706,ENSG00000231557,ENST00000456031,ENSE00001675467,-1,2,198882573,198883014,442
12706,12707,ENSG00000231560,ENST00000420905,ENSE00001668132,-1,12,9952550,9953336,787
12707,12708,ENSG00000231560,ENST00000420905,ENSE00001679716,-1,12,9950902,9952079,1178
12708,12709,ENSG00000231560,ENST00000420905,ENSE00001677385,-1,12,9948137,9950127,1991
12709,12710,ENSG00000231566,ENST00000456532,ENSE00001603288,-1,X,45851354,45851490,137
12710,12711,ENSG00000231566,ENST00000456532,ENSE00001637840,-1,X,45849375,45849472,98
12711,12712,ENSG00000231566,ENST00000456532,ENSE00001773246,-1,X,45848074,45848213,140
12712,12713,ENSG00000231574,ENST00000436078,ENSE00001625268,1,3,177816865,177816996,132
12713,12714,ENSG00000231574,ENST00000436078,ENSE00001753247,1,3,177895613,177895776,164
12714,12715,ENSG00000231574,ENST00000436078,ENSE00001606478,1,3,177896564,177899224,2661
12715,12716,ENSG00000231574,ENST00000434309,ENSE00001753942,1,3,177827783,177827830,48
12716,12717,ENSG00000231574,ENST00000434309,ENSE00001753247,1,3,177895613,177895776,164
12717,12718,ENSG00000231574,ENST00000434309,ENSE00001804002,1,3,177896564,177896932,369
12718,12719,ENSG00000231589,ENST00000415422,ENSE00001765311,1,16,62596372,62596564,193
12719,12720,ENSG00000231589,ENST00000415422,ENSE00001670059,1,16,62598085,62598449,365
12720,12721,ENSG00000231595,ENST00000458492,ENSE00001745689,1,17,14210488,14210565,78
12721,12722,ENSG00000231595,ENST00000458492,ENSE00001681340,1,17,14211288,14211508,221
12722,12723,ENSG00000231595,ENST00000458492,ENSE00001654364,1,17,14216685,14217922,1238
12723,12724,ENSG00000231601,ENST00000412695,ENSE00001694442,1,10,743992,744033,42
12724,12725,ENSG00000231601,ENST00000412695,ENSE00001611578,1,10,744577,744958,382
12725,12726,ENSG00000231604,ENST00000458293,ENSE00001652874,1,20,56730397,56730451,55
12726,12727,ENSG00000231604,ENST00000458293,ENSE00001615874,1,20,56731033,56731460,428
12727,12728,ENSG00000231606,ENST00000449215,ENSE00001738163,-1,1,14223054,14223118,65
12728,12729,ENSG00000231606,ENST00000449215,ENSE00001604030,-1,1,14221891,14222107,217
12729,12730,ENSG00000231620,ENST00000433210,ENSE00001802701,1,21,19301613,19301877,265
12730,12731,ENSG00000231620,ENST00000433210,ENSE00001729938,1,21,19303369,19303739,371
12731,12732,ENSG00000231626,ENST00000424257,ENSE00001755378,-1,2,104581822,104581890,69
12732,12733,ENSG00000231626,ENST00000424257,ENSE00001621362,-1,2,104580821,104581188,368
12733,12734,ENSG00000231630,ENST00000429389,ENSE00001746329,-1,1,2814827,2814998,172
12734,12735,ENSG00000231630,ENST00000429389,ENSE00001804042,-1,1,2814432,2814688,257
12735,12736,ENSG00000231648,ENST00000443636,ENSE00001693311,1,1,209367662,209367784,123
12736,12737,ENSG00000231648,ENST00000443636,ENSE00001715807,1,1,209367889,209368012,124
12737,12738,ENSG00000231648,ENST00000443636,ENSE00001796477,1,1,209368415,209368469,55
12738,12739,ENSG00000231648,ENST00000443636,ENSE00001649529,1,1,209373394,209373554,161
12739,12740,ENSG00000231648,ENST00000443636,ENSE00001637064,1,1,209379427,209379690,264
12740,12741,ENSG00000231648,ENST00000447257,ENSE00001700659,1,1,209372055,209372214,160
12741,12742,ENSG00000231648,ENST00000447257,ENSE00001612241,1,1,209373394,209373559,166
12742,12743,ENSG00000231662,ENST00000443504,ENSE00001645801,-1,6,19320918,19321021,104
12743,12744,ENSG00000231662,ENST00000443504,ENSE00001699262,-1,6,19290319,19290595,277
12744,12745,ENSG00000231666,ENST00000635685,ENSE00003791308,-1,1,158146767,158146929,163
12745,12746,ENSG00000231666,ENST00000635685,ENSE00003789715,-1,1,158132040,158132656,617
12746,12747,ENSG00000231666,ENST00000442358,ENSE00001710788,-1,1,158140498,158140630,133
12747,12748,ENSG00000231666,ENST00000442358,ENSE00001772816,-1,1,158133115,158133193,79
12748,12749,ENSG00000231666,ENST00000442358,ENSE00001661284,-1,1,158132578,158132656,79
12749,12750,ENSG00000231666,ENST00000442358,ENSE00001705002,-1,1,158132044,158132401,358
12750,12751,ENSG00000231666,ENST00000414848,ENSE00001714231,-1,1,158140498,158140639,142
12751,12752,ENSG00000231666,ENST00000414848,ENSE00001772816,-1,1,158133115,158133193,79
12752,12753,ENSG00000231666,ENST00000414848,ENSE00001731880,-1,1,158132044,158132656,613
12753,12754,ENSG00000231671,ENST00000454466,ENSE00001726666,1,1,101323337,101323466,130
12754,12755,ENSG00000231671,ENST00000454466,ENSE00001784242,1,1,101350047,101350176,130
12755,12756,ENSG00000231671,ENST00000439146,ENSE00001633562,1,1,101323837,101323875,39
