,SNO,Gene ID,Transcript ID,Exon ID,Exon Start,Exon End,Exon Length
347,348,ENSG00000228215,ENST00000316124,ENSE00003710593,191977239,191977359,121
348,349,ENSG00000228215,ENST00000316124,ENSE00001793464,192009839,192011260,1422
349,350,ENSG00000228482,ENST00000316124,ENSE00001720240,6735777,6736136,360
350,351,ENSG00000228482,ENST00000316124,ENSE00001791637,6735039,6735124,86
351,352,ENSG00000228482,ENST00000316124,ENSE00001594390,6731258,6731743,486
352,353,ENSG00000228636,ENST00000316124,ENSE00001606593,9759079,9759237,159
353,354,ENSG00000228636,ENST00000316124,ENSE00001764695,9758783,9758967,185
354,355,ENSG00000228636,ENST00000355909,ENSE00003837838,9877748,9878060,313
355,356,ENSG00000228636,ENST00000355909,ENSE00003834273,9790674,9790788,115
356,357,ENSG00000228636,ENST00000355909,ENSE00001764695,9758783,9758967,185
357,358,ENSG00000228951,ENST00000316124,ENSE00001632682,5617931,5618161,231
358,359,ENSG00000228951,ENST00000316124,ENSE00001766667,5617301,5617400,100
359,360,ENSG00000228951,ENST00000316124,ENSE00001769078,5616862,5617187,326
360,361,ENSG00000229201,ENST00000316124,ENSE00001801915,90533368,90533472,105
361,362,ENSG00000229201,ENST00000316124,ENSE00001707913,90513982,90514009,28
362,363,ENSG00000229201,ENST00000316124,ENSE00001716551,90511987,90512008,22
363,364,ENSG00000229201,ENST00000316124,ENSE00001599974,90510910,90510985,76
364,365,ENSG00000229274,ENST00000316124,ENSE00001610807,29497509,29497539,31
365,366,ENSG00000229274,ENST00000316124,ENSE00001753116,29505321,29505377,57
366,367,ENSG00000229274,ENST00000316124,ENSE00001780769,29507169,29507668,500
367,368,ENSG00000229274,ENST00000316124,ENSE00001717393,29510268,29510556,289
368,369,ENSG00000229291,ENST00000316124,ENSE00001756299,235971761,235971825,65
369,370,ENSG00000229291,ENST00000316124,ENSE00001743756,235957879,235958003,125
370,371,ENSG00000229466,ENST00000316124,ENSE00001600833,105819068,105819197,130
371,372,ENSG00000229466,ENST00000316124,ENSE00001629824,105817918,105818026,109
372,373,ENSG00000229466,ENST00000316124,ENSE00001646102,105808775,105808991,217
373,374,ENSG00000229484,ENST00000316124,ENSE00001780639,12527724,12527792,69
374,375,ENSG00000229484,ENST00000316124,ENSE00001764493,12528052,12528420,369
375,376,ENSG00000229606,ENST00000316124,ENSE00001592964,61079140,61079330,191
376,377,ENSG00000229606,ENST00000316124,ENSE00001718198,61079980,61080179,200
377,378,ENSG00000229611,ENST00000316124,ENSE00001799699,6704471,6704653,183
378,379,ENSG00000229611,ENST00000316124,ENSE00001747383,6707542,6707780,239
379,380,ENSG00000229649,ENST00000316124,ENSE00001789476,101263175,101263550,376
380,381,ENSG00000229649,ENST00000316124,ENSE00001684469,101260867,101260965,99
381,382,ENSG00000229649,ENST00000316124,ENSE00001781693,101252821,101254567,1747
382,383,ENSG00000230023,ENST00000316124,ENSE00001692238,24200240,24200391,152
383,384,ENSG00000230023,ENST00000316124,ENSE00001658068,24202464,24202599,136
384,385,ENSG00000230023,ENST00000316124,ENSE00001607170,24210133,24211693,1561
385,386,ENSG00000230109,ENST00000316124,ENSE00001681335,21372895,21372950,56
386,387,ENSG00000230109,ENST00000316124,ENSE00001794797,21369967,21370115,149
387,388,ENSG00000230109,ENST00000316124,ENSE00001607392,21368497,21368555,59
388,389,ENSG00000230109,ENST00000316124,ENSE00001797478,21354671,21354764,94
389,390,ENSG00000230109,ENST00000316124,ENSE00001735144,21340233,21340313,81
390,391,ENSG00000230131,ENST00000316124,ENSE00001741848,123356450,123356544,95
391,392,ENSG00000230131,ENST00000316124,ENSE00001806363,123361319,123361550,232
392,393,ENSG00000230131,ENST00000316124,ENSE00001762979,123361889,123362147,259
393,394,ENSG00000230131,ENST00000316124,ENSE00001605251,123449353,123449512,160
394,395,ENSG00000230131,ENST00000316124,ENSE00001648500,123517624,123517708,85
395,396,ENSG00000230131,ENST00000355909,ENSE00001605251,123449353,123449512,160
396,397,ENSG00000230131,ENST00000355909,ENSE00001607907,123488923,123489336,414
397,398,ENSG00000230133,ENST00000316124,ENSE00001641483,24199767,24199834,68
398,399,ENSG00000230133,ENST00000316124,ENSE00001707060,24211349,24212691,1343
399,400,ENSG00000230133,ENST00000316124,ENSE00001650057,24219623,24219702,80
400,401,ENSG00000230133,ENST00000316124,ENSE00001696844,24223704,24224588,885
401,402,ENSG00000230138,ENST00000316124,ENSE00001791994,53368006,53368245,240
402,403,ENSG00000230138,ENST00000316124,ENSE00001628099,53366668,53367277,610
403,404,ENSG00000230324,ENST00000316124,ENSE00001687161,39224555,39224748,194
404,405,ENSG00000230324,ENST00000316124,ENSE00001672066,39215947,39216112,166
405,406,ENSG00000230324,ENST00000316124,ENSE00001733029,39215547,39215662,116
406,407,ENSG00000230324,ENST00000316124,ENSE00001606961,39213777,39214818,1042
407,408,ENSG00000230400,ENST00000316124,ENSE00003784076,22685116,22685295,180
408,409,ENSG00000230400,ENST00000316124,ENSE00003786094,22684745,22684904,160
409,410,ENSG00000230400,ENST00000316124,ENSE00003788517,22668484,22669520,1037
410,411,ENSG00000230400,ENST00000355909,ENSE00001785675,22684745,22684878,134
411,412,ENSG00000230400,ENST00000355909,ENSE00001669824,22676072,22678257,2186
412,413,ENSG00000230400,ENST00000556163,ENSE00001707215,22685116,22685344,229
413,414,ENSG00000230400,ENST00000556163,ENSE00001729398,22684745,22684848,104
414,415,ENSG00000230400,ENST00000556163,ENSE00001623240,22683160,22683893,734
415,416,ENSG00000230573,ENST00000316124,ENSE00001787518,3833950,3834237,288
416,417,ENSG00000230573,ENST00000316124,ENSE00001655282,3834481,3834728,248
417,418,ENSG00000230720,ENST00000316124,ENSE00001715046,30723251,30723336,86
418,419,ENSG00000230720,ENST00000316124,ENSE00001635973,30723419,30723740,322
419,420,ENSG00000230852,ENST00000316124,ENSE00003832469,84019204,84019482,279
420,421,ENSG00000230852,ENST00000316124,ENSE00003841150,84020884,84020989,106
421,422,ENSG00000230852,ENST00000316124,ENSE00001771183,84023027,84023110,84
422,423,ENSG00000230852,ENST00000316124,ENSE00001738514,84024270,84026100,1831
423,424,ENSG00000231082,ENST00000316124,ENSE00001609233,80649797,80649848,52
424,425,ENSG00000231082,ENST00000316124,ENSE00001603019,80651907,80651981,75
425,426,ENSG00000231082,ENST00000316124,ENSE00001696471,80653490,80653732,243
426,427,ENSG00000231253,ENST00000316124,ENSE00001719963,33108529,33108625,97
427,428,ENSG00000231253,ENST00000316124,ENSE00001651199,33109103,33109233,131
428,429,ENSG00000231253,ENST00000316124,ENSE00001735296,33110409,33110643,235
429,430,ENSG00000231253,ENST00000316124,ENSE00001777126,33116208,33116294,87
430,431,ENSG00000231326,ENST00000316124,ENSE00003657745,2189462,2189474,13
431,432,ENSG00000231326,ENST00000316124,ENSE00003571824,2187657,2187932,276
432,433,ENSG00000231326,ENST00000316124,ENSE00001630449,2176343,2176432,90
433,434,ENSG00000231326,ENST00000316124,ENSE00001637658,2172740,2172834,95
434,435,ENSG00000231326,ENST00000316124,ENSE00001791757,2169140,2169252,113
435,436,ENSG00000231326,ENST00000355909,ENSE00001630449,2176343,2176432,90
436,437,ENSG00000231326,ENST00000355909,ENSE00001701540,2169147,2169252,106
437,438,ENSG00000231483,ENST00000316124,ENSE00001776012,5610732,5610793,62
438,439,ENSG00000231483,ENST00000316124,ENSE00001777052,5610314,5610436,123
439,440,ENSG00000231483,ENST00000316124,ENSE00001657675,5610108,5610167,60
440,441,ENSG00000231483,ENST00000316124,ENSE00001727977,5609687,5609797,111
441,442,ENSG00000231483,ENST00000316124,ENSE00001704738,5608475,5608731,257
442,443,ENSG00000231510,ENST00000316124,ENSE00001668509,5090733,5090899,167
443,444,ENSG00000231510,ENST00000316124,ENSE00001705488,5090580,5090627,48
444,445,ENSG00000231510,ENST00000316124,ENSE00001783976,5088251,5088373,123
445,446,ENSG00000231510,ENST00000316124,ENSE00001627130,5086459,5086569,111
446,447,ENSG00000231529,ENST00000316124,ENSE00001777423,220486991,220487043,53
447,448,ENSG00000231529,ENST00000316124,ENSE00001671377,220485104,220485440,337
448,449,ENSG00000231680,ENST00000316124,ENSE00001792402,64395205,64395831,627
449,450,ENSG00000231680,ENST00000316124,ENSE00001768583,64394342,64394699,358
450,451,ENSG00000231718,ENST00000316124,ENSE00001772390,199148598,199148737,140
451,452,ENSG00000231718,ENST00000316124,ENSE00001701666,199161423,199161485,63
452,453,ENSG00000231718,ENST00000316124,ENSE00001685112,199162465,199162570,106
453,454,ENSG00000231718,ENST00000316124,ENSE00001662632,199391321,199393307,1987
454,455,ENSG00000231966,ENST00000316124,ENSE00001803508,179835995,179836124,130
455,456,ENSG00000231966,ENST00000316124,ENSE00001760378,179829609,179829831,223
456,457,ENSG00000232190,ENST00000316124,ENSE00002320944,87057784,87060499,2716
457,458,ENSG00000232190,ENST00000316124,ENSE00002237697,87061058,87061184,127
458,459,ENSG00000232190,ENST00000316124,ENSE00001731048,87062752,87063991,1240
459,460,ENSG00000232265,ENST00000316124,ENSE00003063726,148162360,148163588,1229
460,461,ENSG00000232265,ENST00000316124,ENSE00003194369,148163792,148163840,49
461,462,ENSG00000232265,ENST00000355909,ENSE00001756806,148162710,148162992,283
462,463,ENSG00000232265,ENST00000355909,ENSE00001608150,148163107,148163413,307
463,464,ENSG00000232265,ENST00000556163,ENSE00001726041,148162813,148162992,180
464,465,ENSG00000232265,ENST00000556163,ENSE00001720204,148163142,148163413,272
465,466,ENSG00000232265,ENST00000554197,ENSE00002721902,148162877,148162992,116
466,467,ENSG00000232265,ENST00000554197,ENSE00003026264,148163757,148163866,110
467,468,ENSG00000232265,ENST00000554197,ENSE00003137666,148164261,148164589,329
468,469,ENSG00000232265,ENST00000533922,ENSE00002721902,148162877,148162992,116
469,470,ENSG00000232265,ENST00000533922,ENSE00003026264,148163757,148163866,110
470,471,ENSG00000232265,ENST00000533922,ENSE00003116773,148174250,148174858,609
471,472,ENSG00000232265,ENST00000532706,ENSE00002721902,148162877,148162992,116
472,473,ENSG00000232265,ENST00000532706,ENSE00003058758,148163757,148163815,59
473,474,ENSG00000232265,ENST00000532706,ENSE00002994040,148174250,148174884,635
474,475,ENSG00000232265,ENST00000529070,ENSE00002721902,148162877,148162992,116
475,476,ENSG00000232265,ENST00000529070,ENSE00003002556,148163792,148163866,75
476,477,ENSG00000232265,ENST00000529070,ENSE00002989787,148174250,148174897,648
477,478,ENSG00000232265,ENST00000533091,ENSE00002721902,148162877,148162992,116
478,479,ENSG00000232265,ENST00000533091,ENSE00003033276,148174250,148174928,679
479,480,ENSG00000232265,ENST00000527712,ENSE00002721902,148162877,148162992,116
480,481,ENSG00000232265,ENST00000527712,ENSE00003002556,148163792,148163866,75
481,482,ENSG00000232265,ENST00000527712,ENSE00003746040,148186165,148186630,466
482,483,ENSG00000232265,ENST00000531938,ENSE00003708353,148162921,148162992,72
483,484,ENSG00000232265,ENST00000531938,ENSE00003705398,148163184,148163212,29
484,485,ENSG00000232453,ENST00000316124,ENSE00001708996,58896547,58896665,119
485,486,ENSG00000232453,ENST00000316124,ENSE00001755358,58895845,58896009,165
486,487,ENSG00000232453,ENST00000316124,ENSE00001676051,58889149,58889208,60
487,488,ENSG00000232453,ENST00000316124,ENSE00001666834,58882868,58883734,867
488,489,ENSG00000232453,ENST00000355909,ENSE00003790287,58885573,58885662,90
489,490,ENSG00000232453,ENST00000355909,ENSE00003790424,58884872,58885005,134
490,491,ENSG00000232453,ENST00000355909,ENSE00003786606,58882872,58883734,863
491,492,ENSG00000232453,ENST00000556163,ENSE00003786427,58903568,58903679,112
492,493,ENSG00000232453,ENST00000556163,ENSE00003788345,58896998,58897090,93
493,494,ENSG00000232453,ENST00000556163,ENSE00001755358,58895845,58896009,165
494,495,ENSG00000232453,ENST00000556163,ENSE00001676051,58889149,58889208,60
495,496,ENSG00000232453,ENST00000556163,ENSE00003786606,58882872,58883734,863
496,497,ENSG00000232453,ENST00000554197,ENSE00003790097,58903568,58903747,180
497,498,ENSG00000232453,ENST00000554197,ENSE00001755358,58895845,58896009,165
498,499,ENSG00000232453,ENST00000554197,ENSE00001676051,58889149,58889208,60
499,500,ENSG00000232453,ENST00000554197,ENSE00003787437,58882874,58883734,861
500,501,ENSG00000232453,ENST00000533922,ENSE00001683919,58896650,58896703,54
501,502,ENSG00000232453,ENST00000533922,ENSE00001755358,58895845,58896009,165
502,503,ENSG00000232527,ENST00000316124,ENSE00001313523,144250225,144250288,64
503,504,ENSG00000232527,ENST00000316124,ENSE00003592213,144245686,144245820,135
504,505,ENSG00000232527,ENST00000316124,ENSE00001766545,144227030,144227379,350
505,506,ENSG00000232527,ENST00000355909,ENSE00001658826,144245686,144245821,136
506,507,ENSG00000232527,ENST00000355909,ENSE00001735309,144245027,144245315,289
507,508,ENSG00000232527,ENST00000556163,ENSE00001555491,144250225,144250279,55
508,509,ENSG00000232527,ENST00000556163,ENSE00003592213,144245686,144245820,135
509,510,ENSG00000232527,ENST00000556163,ENSE00003547160,144245238,144245315,78
510,511,ENSG00000232527,ENST00000554197,ENSE00001313523,144250225,144250288,64
511,512,ENSG00000232527,ENST00000554197,ENSE00003592213,144245686,144245820,135
512,513,ENSG00000232591,ENST00000316124,ENSE00001768371,7471911,7471942,32
513,514,ENSG00000232591,ENST00000316124,ENSE00001683452,7469434,7469593,160
514,515,ENSG00000232591,ENST00000316124,ENSE00001598284,7467397,7467526,130
515,516,ENSG00000232591,ENST00000316124,ENSE00001731379,7445558,7445792,235
516,517,ENSG00000232655,ENST00000316124,ENSE00001738708,44443327,44443401,75
517,518,ENSG00000232655,ENST00000316124,ENSE00001598716,44443642,44443791,150
518,519,ENSG00000232655,ENST00000316124,ENSE00001609702,44444384,44444788,405
519,520,ENSG00000233200,ENST00000316124,ENSE00001606873,35230426,35230598,173
520,521,ENSG00000233200,ENST00000316124,ENSE00001728450,35219894,35220100,207
521,522,ENSG00000233277,ENST00000316124,ENSE00001721147,43894720,43894797,78
522,523,ENSG00000233277,ENST00000316124,ENSE00001782208,43895023,43895468,446
523,524,ENSG00000233321,ENST00000316124,ENSE00001722968,3502331,3502838,508
524,525,ENSG00000233321,ENST00000316124,ENSE00001718902,3499184,3499234,51
525,526,ENSG00000233321,ENST00000316124,ENSE00001650295,3497653,3497724,72
526,527,ENSG00000233321,ENST00000316124,ENSE00001806594,3496153,3496236,84
527,528,ENSG00000233321,ENST00000316124,ENSE00001675788,3486894,3487010,117
528,529,ENSG00000233521,ENST00000316124,ENSE00001656532,27224523,27224727,205
529,530,ENSG00000233521,ENST00000316124,ENSE00001614165,27224230,27224308,79
530,531,ENSG00000233521,ENST00000316124,ENSE00001621089,27221349,27221701,353
531,532,ENSG00000233521,ENST00000355909,ENSE00001722655,27224523,27224657,135
532,533,ENSG00000233521,ENST00000355909,ENSE00001614165,27224230,27224308,79
533,534,ENSG00000233521,ENST00000355909,ENSE00001597515,27223297,27223634,338
534,535,ENSG00000233521,ENST00000556163,ENSE00003844948,27224230,27224478,249
535,536,ENSG00000233521,ENST00000556163,ENSE00003846930,27223299,27223656,358
536,537,ENSG00000233590,ENST00000316124,ENSE00001645047,68242320,68242379,60
537,538,ENSG00000233590,ENST00000316124,ENSE00001592617,68237550,68237631,82
538,539,ENSG00000233590,ENST00000316124,ENSE00001694139,68233251,68233573,323
539,540,ENSG00000233590,ENST00000355909,ENSE00001675470,68235338,68235433,96
540,541,ENSG00000233590,ENST00000355909,ENSE00001598062,68233253,68233573,321
541,542,ENSG00000233643,ENST00000316124,ENSE00001602265,61821147,61821246,100
542,543,ENSG00000233643,ENST00000316124,ENSE00003272819,61820134,61820155,22
543,544,ENSG00000233643,ENST00000316124,ENSE00001676785,61794351,61794465,115
544,545,ENSG00000233643,ENST00000316124,ENSE00001764212,61782228,61782405,178
545,546,ENSG00000233643,ENST00000316124,ENSE00001794840,61781745,61781839,95
546,547,ENSG00000233945,ENST00000316124,ENSE00001756084,83675350,83675439,90
547,548,ENSG00000233945,ENST00000316124,ENSE00001668556,83673139,83673239,101
548,549,ENSG00000233945,ENST00000316124,ENSE00001609332,83672406,83672565,160
549,550,ENSG00000234170,ENST00000316124,ENSE00001633035,2447295,2447352,58
550,551,ENSG00000234170,ENST00000316124,ENSE00001791137,2446253,2446950,698
551,552,ENSG00000234170,ENST00000355909,ENSE00001713619,2447287,2447352,66
552,553,ENSG00000234170,ENST00000355909,ENSE00001791137,2446253,2446950,698
553,554,ENSG00000234170,ENST00000556163,ENSE00001633035,2447295,2447352,58
554,555,ENSG00000234170,ENST00000556163,ENSE00001717345,2446258,2446913,656
555,556,ENSG00000234265,ENST00000316124,ENSE00001717782,12950338,12950761,424
556,557,ENSG00000234265,ENST00000316124,ENSE00001611431,12951451,12951627,177
557,558,ENSG00000234476,ENST00000316124,ENSE00001637823,225465223,225465343,121
558,559,ENSG00000234476,ENST00000316124,ENSE00001708308,225447243,225447518,276
559,560,ENSG00000234476,ENST00000355909,ENSE00001596758,225465223,225465283,61
560,561,ENSG00000234476,ENST00000355909,ENSE00001748107,225447991,225448585,595
561,562,ENSG00000234476,ENST00000556163,ENSE00003845840,225465223,225465347,125
562,563,ENSG00000234476,ENST00000556163,ENSE00003841721,225462394,225462493,100
563,564,ENSG00000234476,ENST00000556163,ENSE00003847881,225450479,225450678,200
564,565,ENSG00000234476,ENST00000556163,ENSE00003849032,225447998,225448585,588
565,566,ENSG00000234752,ENST00000316124,ENSE00001663836,8897989,8898082,94
566,567,ENSG00000234752,ENST00000316124,ENSE00001595678,8902634,8902714,81
567,568,ENSG00000234752,ENST00000316124,ENSE00001598718,8913822,8913902,81
568,569,ENSG00000234752,ENST00000316124,ENSE00001653572,8914487,8914596,110
569,570,ENSG00000234756,ENST00000316124,ENSE00001752289,62289521,62289647,127
570,571,ENSG00000234756,ENST00000316124,ENSE00001715248,62302326,62302370,45
571,572,ENSG00000234756,ENST00000316124,ENSE00001705493,62303500,62304033,534
572,573,ENSG00000234864,ENST00000316124,ENSE00001756238,42696035,42696211,177
573,574,ENSG00000234864,ENST00000316124,ENSE00001637727,42701502,42702257,756
574,575,ENSG00000234864,ENST00000316124,ENSE00001778147,42703422,42706453,3032
575,576,ENSG00000234928,ENST00000316124,ENSE00001603940,23433564,23434061,498
576,577,ENSG00000234928,ENST00000316124,ENSE00001742664,23434560,23434730,171
577,578,ENSG00000234928,ENST00000316124,ENSE00001744937,23434824,23435071,248
578,579,ENSG00000234928,ENST00000355909,ENSE00001799473,23434171,23434335,165
579,580,ENSG00000234928,ENST00000355909,ENSE00001613146,23434560,23434731,172
580,581,ENSG00000234944,ENST00000316124,ENSE00001623979,42871521,42871682,162
581,582,ENSG00000234944,ENST00000316124,ENSE00001792650,42872509,42874060,1552
582,583,ENSG00000234952,ENST00000316124,ENSE00001788882,117735313,117735351,39
583,584,ENSG00000234952,ENST00000316124,ENSE00001651916,117736203,117736407,205
584,585,ENSG00000234973,ENST00000316124,ENSE00001722111,43778582,43778626,45
585,586,ENSG00000234973,ENST00000316124,ENSE00001635270,43777562,43777850,289
586,587,ENSG00000234973,ENST00000355909,ENSE00001708889,43778707,43778825,119
587,588,ENSG00000234973,ENST00000355909,ENSE00001635270,43777562,43777850,289
588,589,ENSG00000235295,ENST00000316124,ENSE00001666605,18029385,18029554,170
589,590,ENSG00000235295,ENST00000316124,ENSE00001722875,18035760,18037968,2209
590,591,ENSG00000235343,ENST00000316124,ENSE00001764059,16748276,16748645,370
591,592,ENSG00000235343,ENST00000316124,ENSE00001677923,16746869,16747739,871
592,593,ENSG00000235446,ENST00000316124,ENSE00003835247,69249215,69249477,263
593,594,ENSG00000235446,ENST00000316124,ENSE00003838621,69218095,69218250,156
594,595,ENSG00000235446,ENST00000316124,ENSE00003837021,69216870,69217070,201
595,596,ENSG00000235446,ENST00000316124,ENSE00003840931,69215835,69216006,172
596,597,ENSG00000235446,ENST00000355909,ENSE00001744357,69249215,69249423,209
597,598,ENSG00000235446,ENST00000355909,ENSE00001592299,69243372,69243596,225
598,599,ENSG00000235645,ENST00000316124,ENSE00003451998,69684899,69685118,220
599,600,ENSG00000235645,ENST00000316124,ENSE00001593737,69690601,69690729,129
600,601,ENSG00000235645,ENST00000316124,ENSE00003357936,69691070,69691145,76
601,602,ENSG00000235645,ENST00000316124,ENSE00003254854,69692302,69692452,151
602,603,ENSG00000235741,ENST00000316124,ENSE00001671172,54517204,54517259,56
603,604,ENSG00000235741,ENST00000316124,ENSE00001790298,54516412,54517038,627
604,605,ENSG00000235887,ENST00000316124,ENSE00001612977,143500371,143500512,142
605,606,ENSG00000235887,ENST00000316124,ENSE00001793090,143499472,143499548,77
606,607,ENSG00000235887,ENST00000316124,ENSE00001782581,143499187,143499375,189
607,608,ENSG00000236117,ENST00000316124,ENSE00001627330,43400331,43400454,124
608,609,ENSG00000236117,ENST00000316124,ENSE00001693229,43402105,43402231,127
609,610,ENSG00000236117,ENST00000316124,ENSE00001640638,43404779,43404882,104
610,611,ENSG00000236117,ENST00000316124,ENSE00001734391,43409086,43409681,596
611,612,ENSG00000236303,ENST00000316124,ENSE00003840074,130213488,130214029,542
612,613,ENSG00000236303,ENST00000316124,ENSE00003840228,130215982,130216381,400
613,614,ENSG00000236303,ENST00000355909,ENSE00003836853,130213527,130214029,503
614,615,ENSG00000236303,ENST00000355909,ENSE00003833655,130482881,130483193,313
615,616,ENSG00000236303,ENST00000556163,ENSE00001684820,130439067,130439089,23
616,617,ENSG00000236303,ENST00000556163,ENSE00001755581,130482881,130483154,274
617,618,ENSG00000236373,ENST00000316124,ENSE00001720672,90540732,90540805,74
618,619,ENSG00000236373,ENST00000316124,ENSE00001652205,90527274,90527439,166
619,620,ENSG00000236373,ENST00000316124,ENSE00001767921,90451680,90451833,154
620,621,ENSG00000236373,ENST00000316124,ENSE00001599884,90406450,90406595,146
621,622,ENSG00000236373,ENST00000316124,ENSE00001690974,90403988,90404054,67
622,623,ENSG00000236373,ENST00000316124,ENSE00001796723,90402954,90403039,86
623,624,ENSG00000236373,ENST00000316124,ENSE00001714227,90402521,90402808,288
624,625,ENSG00000236436,ENST00000316124,ENSE00001748899,20859771,20859957,187
625,626,ENSG00000236436,ENST00000316124,ENSE00001664334,20860351,20861661,1311
626,627,ENSG00000236464,ENST00000316124,ENSE00001612409,26161834,26161879,46
627,628,ENSG00000236464,ENST00000316124,ENSE00001795562,26164162,26164303,142
628,629,ENSG00000236648,ENST00000316124,ENSE00001696013,17717687,17717744,58
629,630,ENSG00000236648,ENST00000316124,ENSE00001601551,17718560,17718720,161
630,631,ENSG00000236648,ENST00000316124,ENSE00001594642,17721680,17721768,89
631,632,ENSG00000236648,ENST00000316124,ENSE00001744007,17749677,17749978,302
632,633,ENSG00000236714,ENST00000316124,ENSE00003847319,142745587,142745722,136
633,634,ENSG00000236714,ENST00000316124,ENSE00003849765,142753101,142753227,127
634,635,ENSG00000236714,ENST00000316124,ENSE00003841993,142756707,142756830,124
635,636,ENSG00000236714,ENST00000316124,ENSE00001732056,142757827,142757934,108
636,637,ENSG00000236714,ENST00000316124,ENSE00003844408,142759086,142759941,856
637,638,ENSG00000236714,ENST00000355909,ENSE00001803349,142745600,142745718,119
638,639,ENSG00000236714,ENST00000355909,ENSE00001782061,142756734,142756830,97
639,640,ENSG00000236714,ENST00000355909,ENSE00001732056,142757827,142757934,108
640,641,ENSG00000236714,ENST00000355909,ENSE00001747662,142759086,142760998,1913
641,642,ENSG00000236769,ENST00000316124,ENSE00003836560,43912293,43912331,39
642,643,ENSG00000236769,ENST00000316124,ENSE00003832355,43903428,43904221,794
643,644,ENSG00000236769,ENST00000316124,ENSE00003831520,43900891,43901823,933
644,645,ENSG00000236769,ENST00000355909,ENSE00001793613,43912293,43912326,34
645,646,ENSG00000236769,ENST00000355909,ENSE00001775444,43901365,43901823,459
646,647,ENSG00000236799,ENST00000316124,ENSE00001592899,114994657,114994785,129
647,648,ENSG00000236799,ENST00000316124,ENSE00001718658,114995443,114995538,96
648,649,ENSG00000236799,ENST00000316124,ENSE00001616317,114996475,114996593,119
649,650,ENSG00000236908,ENST00000316124,ENSE00002267328,3318718,3319726,1009
650,651,ENSG00000236908,ENST00000316124,ENSE00002259013,3323349,3325343,1995
651,652,ENSG00000236908,ENST00000355909,ENSE00002256323,3319441,3319726,286
652,653,ENSG00000236908,ENST00000355909,ENSE00002234191,3323349,3323452,104
653,654,ENSG00000236908,ENST00000355909,ENSE00002292692,3325090,3325340,251
654,655,ENSG00000236975,ENST00000316124,ENSE00001620743,229094781,229094905,125
655,656,ENSG00000236975,ENST00000316124,ENSE00001664536,229092815,229093288,474
656,657,ENSG00000237128,ENST00000316124,ENSE00001736959,28495721,28495813,93
657,658,ENSG00000237128,ENST00000316124,ENSE00001768861,28436142,28436221,80
658,659,ENSG00000237128,ENST00000316124,ENSE00001594754,28433008,28433107,100
659,660,ENSG00000237435,ENST00000316124,ENSE00001606026,95937901,95938045,145
660,661,ENSG00000237435,ENST00000316124,ENSE00001668457,96022533,96022866,334
661,662,ENSG00000237435,ENST00000355909,ENSE00003061923,95991986,95992238,253
662,663,ENSG00000237435,ENST00000355909,ENSE00001799126,95992403,95992509,107
663,664,ENSG00000237435,ENST00000355909,ENSE00003743721,95996121,95996194,74
664,665,ENSG00000237435,ENST00000355909,ENSE00003058524,96022533,96022781,249
665,666,ENSG00000237435,ENST00000556163,ENSE00003787054,95991987,95992238,252
666,667,ENSG00000237435,ENST00000556163,ENSE00001799126,95992403,95992509,107
667,668,ENSG00000237435,ENST00000556163,ENSE00003784517,95995237,95995844,608
668,669,ENSG00000237435,ENST00000554197,ENSE00003046395,95991989,95992509,521
669,670,ENSG00000237435,ENST00000554197,ENSE00003743721,95996121,95996194,74
670,671,ENSG00000237435,ENST00000554197,ENSE00001753776,96022533,96022880,348
671,672,ENSG00000237435,ENST00000533922,ENSE00003711448,95992012,95992238,227
672,673,ENSG00000237435,ENST00000533922,ENSE00001799126,95992403,95992509,107
673,674,ENSG00000237435,ENST00000533922,ENSE00003743721,95996121,95996194,74
674,675,ENSG00000237435,ENST00000533922,ENSE00002994216,96002101,96002212,112
675,676,ENSG00000237435,ENST00000533922,ENSE00003711168,96006193,96006329,137
676,677,ENSG00000237435,ENST00000532706,ENSE00003711448,95992012,95992238,227
677,678,ENSG00000237435,ENST00000532706,ENSE00001799126,95992403,95992509,107
678,679,ENSG00000237435,ENST00000532706,ENSE00003743721,95996121,95996194,74
679,680,ENSG00000237435,ENST00000532706,ENSE00002994216,96002101,96002212,112
680,681,ENSG00000237435,ENST00000532706,ENSE00003756372,96022533,96022778,246
681,682,ENSG00000237435,ENST00000529070,ENSE00003150664,95992026,95992122,97
682,683,ENSG00000237435,ENST00000529070,ENSE00001799126,95992403,95992509,107
683,684,ENSG00000237435,ENST00000529070,ENSE00003743721,95996121,95996194,74
684,685,ENSG00000237435,ENST00000529070,ENSE00003196230,96003363,96003444,82
685,686,ENSG00000237435,ENST00000529070,ENSE00003100806,96006363,96006425,63
686,687,ENSG00000237435,ENST00000529070,ENSE00003082334,96022533,96022779,247
687,688,ENSG00000237435,ENST00000533091,ENSE00003150664,95992026,95992122,97
688,689,ENSG00000237435,ENST00000533091,ENSE00001799126,95992403,95992509,107
689,690,ENSG00000237435,ENST00000533091,ENSE00003743721,95996121,95996194,74
690,691,ENSG00000237435,ENST00000533091,ENSE00002994216,96002101,96002212,112
691,692,ENSG00000237435,ENST00000533091,ENSE00001649148,96006193,96006421,229
692,693,ENSG00000237435,ENST00000533091,ENSE00003058524,96022533,96022781,249
693,694,ENSG00000237435,ENST00000527712,ENSE00003768966,95992026,95992509,484
694,695,ENSG00000237435,ENST00000527712,ENSE00003058524,96022533,96022781,249
