,SNO,Gene ID,Transcript ID,Exon ID,Exon Start,Exon End,Exon Length
845,846,ENSG00000231606,ENST00000536405,ENSE00001738163,14223054,14223118,65
846,847,ENSG00000231606,ENST00000536405,ENSE00001604030,14221891,14222107,217
847,848,ENSG00000231630,ENST00000536405,ENSE00001746329,2814827,2814998,172
848,849,ENSG00000231630,ENST00000536405,ENSE00001804042,2814432,2814688,257
849,850,ENSG00000231698,ENST00000536405,ENSE00001659455,131253422,131253591,170
850,851,ENSG00000231698,ENST00000536405,ENSE00001624122,131300358,131300771,414
851,852,ENSG00000231698,ENST00000541891,ENSE00003700904,131253446,131253591,146
852,853,ENSG00000231698,ENST00000541891,ENSE00003699462,131350309,131350917,609
853,854,ENSG00000231705,ENST00000536405,ENSE00001797983,132419083,132419183,101
854,855,ENSG00000231705,ENST00000536405,ENSE00001668771,132420758,132420953,196
855,856,ENSG00000231714,ENST00000536405,ENSE00001760501,194350943,194351238,296
856,857,ENSG00000231714,ENST00000536405,ENSE00001711683,194352283,194352426,144
857,858,ENSG00000231740,ENST00000536405,ENSE00001759175,58851224,58851254,31
858,859,ENSG00000231740,ENST00000536405,ENSE00001802293,58841097,58841219,123
859,860,ENSG00000231740,ENST00000536405,ENSE00001693078,58838448,58838688,241
860,861,ENSG00000231791,ENST00000536405,ENSE00001766658,184329071,184329174,104
861,862,ENSG00000231791,ENST00000536405,ENSE00001601698,184332598,184332826,229
862,863,ENSG00000231829,ENST00000536405,ENSE00001671839,95168381,95168425,45
863,864,ENSG00000231829,ENST00000536405,ENSE00001642703,95144271,95144418,148
864,865,ENSG00000231829,ENST00000536405,ENSE00001653115,95143236,95143294,59
865,866,ENSG00000231829,ENST00000536405,ENSE00001741813,95142610,95142697,88
866,867,ENSG00000231829,ENST00000536405,ENSE00001623980,95141925,95142004,80
867,868,ENSG00000231877,ENST00000536405,ENSE00001715599,238485445,238485573,129
868,869,ENSG00000231877,ENST00000536405,ENSE00001597714,238489102,238489188,87
869,870,ENSG00000231877,ENST00000536405,ENSE00001748291,238533449,238533512,64
870,871,ENSG00000231877,ENST00000536405,ENSE00001696394,238535686,238538305,2620
871,872,ENSG00000231949,ENST00000536405,ENSE00001677518,30415825,30415873,49
872,873,ENSG00000231949,ENST00000536405,ENSE00001793053,30416847,30416953,107
873,874,ENSG00000231949,ENST00000536405,ENSE00001709956,30420784,30421108,325
874,875,ENSG00000231979,ENST00000536405,ENSE00001752338,239916905,239916955,51
875,876,ENSG00000231979,ENST00000536405,ENSE00001802479,239915439,239915830,392
876,877,ENSG00000232188,ENST00000536405,ENSE00001765689,160934245,160934380,136
877,878,ENSG00000232188,ENST00000536405,ENSE00001600062,160931739,160932177,439
878,879,ENSG00000232245,ENST00000536405,ENSE00001684516,54416256,54416282,27
879,880,ENSG00000232245,ENST00000536405,ENSE00001749222,54420599,54420860,262
880,881,ENSG00000232259,ENST00000536405,ENSE00001746104,127934076,127934517,442
881,882,ENSG00000232259,ENST00000536405,ENSE00001628244,127929376,127929681,306
882,883,ENSG00000232309,ENST00000536405,ENSE00001640925,182128405,182128665,261
883,884,ENSG00000232309,ENST00000536405,ENSE00001696150,182127811,182127927,117
884,885,ENSG00000232309,ENST00000536405,ENSE00001753101,182127297,182127546,250
885,886,ENSG00000232309,ENST00000541891,ENSE00003834908,182128295,182128682,388
886,887,ENSG00000232309,ENST00000541891,ENSE00003840414,182127297,182127927,631
887,888,ENSG00000232347,ENST00000536405,ENSE00001735774,247241777,247241823,47
888,889,ENSG00000232347,ENST00000536405,ENSE00001617162,247212175,247212392,218
889,890,ENSG00000232347,ENST00000536405,ENSE00001602521,247211527,247211664,138
890,891,ENSG00000232347,ENST00000536405,ENSE00001645779,247210691,247210993,303
891,892,ENSG00000232436,ENST00000536405,ENSE00001408258,221508559,221509170,612
892,893,ENSG00000232436,ENST00000536405,ENSE00001712387,221510785,221510979,195
893,894,ENSG00000232470,ENST00000536405,ENSE00001757515,110869743,110869841,99
894,895,ENSG00000232470,ENST00000536405,ENSE00001748354,110871293,110871594,302
895,896,ENSG00000232500,ENST00000536405,ENSE00001601766,64500853,64500914,62
896,897,ENSG00000232500,ENST00000536405,ENSE00001638742,64502438,64502581,144
897,898,ENSG00000232500,ENST00000536405,ENSE00001767416,64505071,64505386,316
898,899,ENSG00000232537,ENST00000536405,ENSE00001764953,209155058,209155101,44
899,900,ENSG00000232537,ENST00000536405,ENSE00001761423,209151405,209151505,101
900,901,ENSG00000232537,ENST00000536405,ENSE00001717055,209147267,209147594,328
901,902,ENSG00000232638,ENST00000536405,ENSE00001614311,8051541,8051619,79
902,903,ENSG00000232638,ENST00000536405,ENSE00001710472,8052435,8052637,203
903,904,ENSG00000232638,ENST00000536405,ENSE00001717853,8052965,8053084,120
904,905,ENSG00000232721,ENST00000536405,ENSE00001605525,143736066,143736123,58
905,906,ENSG00000232721,ENST00000536405,ENSE00001789971,143736890,143739506,2617
906,907,ENSG00000232895,ENST00000536405,ENSE00001682793,114262206,114262278,73
907,908,ENSG00000232895,ENST00000536405,ENSE00001618440,114206427,114206685,259
908,909,ENSG00000232985,ENST00000536405,ENSE00001784650,128959975,128960062,88
909,910,ENSG00000232985,ENST00000536405,ENSE00001699619,128959612,128959678,67
910,911,ENSG00000232985,ENST00000536405,ENSE00001641827,128958772,128958991,220
911,912,ENSG00000233234,ENST00000536405,ENSE00001724025,2812235,2812692,458
912,913,ENSG00000233234,ENST00000536405,ENSE00001797100,2811850,2811998,149
913,914,ENSG00000233258,ENST00000536405,ENSE00001603523,83912752,83912922,171
914,915,ENSG00000233258,ENST00000536405,ENSE00001649817,83911654,83911791,138
915,916,ENSG00000233290,ENST00000536405,ENSE00003839619,82848144,82848205,62
916,917,ENSG00000233290,ENST00000536405,ENSE00003839379,82833948,82834059,112
917,918,ENSG00000233290,ENST00000536405,ENSE00003840068,82814114,82814204,91
918,919,ENSG00000233290,ENST00000536405,ENSE00003837361,82684438,82684573,136
919,920,ENSG00000233290,ENST00000536405,ENSE00003835189,82656016,82656088,73
920,921,ENSG00000233290,ENST00000536405,ENSE00003834599,82555149,82555561,413
921,922,ENSG00000233290,ENST00000536405,ENSE00003834822,82212413,82215772,3360
922,923,ENSG00000233290,ENST00000541891,ENSE00003833379,82279396,82279613,218
923,924,ENSG00000233290,ENST00000541891,ENSE00001615946,82261016,82261079,64
924,925,ENSG00000233290,ENST00000541891,ENSE00001746430,82215220,82215772,553
925,926,ENSG00000233290,ENST00000244906,ENSE00003835824,82555149,82555551,403
926,927,ENSG00000233290,ENST00000244906,ENSE00003841191,82478569,82478701,133
927,928,ENSG00000233290,ENST00000244906,ENSE00003833790,82474634,82475436,803
928,929,ENSG00000233290,ENST00000602376,ENSE00003834599,82555149,82555561,413
929,930,ENSG00000233290,ENST00000602376,ENSE00003836386,82487131,82487324,194
930,931,ENSG00000233290,ENST00000602376,ENSE00003838830,82486164,82486273,110
931,932,ENSG00000233290,ENST00000602376,ENSE00003839622,82485426,82485851,426
932,933,ENSG00000233290,ENST00000602376,ENSE00003835675,82477890,82478701,812
933,934,ENSG00000233336,ENST00000536405,ENSE00001643976,13147337,13147460,124
934,935,ENSG00000233336,ENST00000536405,ENSE00001666984,13146981,13147240,260
935,936,ENSG00000233359,ENST00000536405,ENSE00001705846,102389494,102389630,137
936,937,ENSG00000233359,ENST00000536405,ENSE00001618752,102388535,102388629,95
937,938,ENSG00000233359,ENST00000536405,ENSE00001768449,102387362,102387421,60
938,939,ENSG00000233359,ENST00000536405,ENSE00001665527,102387205,102387251,47
939,940,ENSG00000233359,ENST00000536405,ENSE00001595548,102310270,102310328,59
940,941,ENSG00000233359,ENST00000536405,ENSE00001626131,102199739,102199997,259
941,942,ENSG00000233372,ENST00000536405,ENSE00001613188,30140263,30140340,78
942,943,ENSG00000233372,ENST00000536405,ENSE00001603977,30141135,30141607,473
943,944,ENSG00000233387,ENST00000536405,ENSE00001770859,33116471,33116672,202
944,945,ENSG00000233387,ENST00000536405,ENSE00001801770,33096257,33096606,350
945,946,ENSG00000233472,ENST00000536405,ENSE00001601579,27999788,27999898,111
946,947,ENSG00000233472,ENST00000536405,ENSE00001610396,28022431,28022531,101
947,948,ENSG00000233472,ENST00000536405,ENSE00001663181,28043924,28043956,33
948,949,ENSG00000233472,ENST00000536405,ENSE00001785758,28049392,28049615,224
949,950,ENSG00000233536,ENST00000536405,ENSE00002314254,94638038,94638069,32
950,951,ENSG00000233536,ENST00000536405,ENSE00002270144,94638694,94638767,74
951,952,ENSG00000233536,ENST00000536405,ENSE00002222787,94639562,94639735,174
952,953,ENSG00000233536,ENST00000536405,ENSE00002271223,94639826,94639897,72
953,954,ENSG00000233536,ENST00000536405,ENSE00002259848,94640214,94640322,109
954,955,ENSG00000233536,ENST00000536405,ENSE00002263259,94640583,94640833,251
955,956,ENSG00000233645,ENST00000536405,ENSE00001623838,8220397,8220529,133
956,957,ENSG00000233645,ENST00000536405,ENSE00001608235,8218190,8218533,344
957,958,ENSG00000233755,ENST00000536405,ENSE00001738638,25112879,25113119,241
958,959,ENSG00000233755,ENST00000536405,ENSE00001687936,25103853,25103971,119
959,960,ENSG00000233755,ENST00000536405,ENSE00001764294,25043707,25043836,130
960,961,ENSG00000233755,ENST00000541891,ENSE00001735641,25112879,25113120,242
961,962,ENSG00000233755,ENST00000541891,ENSE00001618583,25110458,25110829,372
962,963,ENSG00000233775,ENST00000536405,ENSE00001624254,32350605,32350663,59
963,964,ENSG00000233775,ENST00000536405,ENSE00001776478,32349194,32349821,628
964,965,ENSG00000234116,ENST00000536405,ENSE00001591243,243007374,243007468,95
965,966,ENSG00000234116,ENST00000536405,ENSE00002405853,243006412,243006678,267
966,967,ENSG00000234116,ENST00000536405,ENSE00001802042,243005845,243006274,430
967,968,ENSG00000234182,ENST00000536405,ENSE00001794732,3010531,3010729,199
968,969,ENSG00000234182,ENST00000536405,ENSE00001733887,3011590,3011705,116
969,970,ENSG00000234182,ENST00000536405,ENSE00001700371,3012819,3013111,293
970,971,ENSG00000234190,ENST00000536405,ENSE00001676457,147777590,147777723,134
971,972,ENSG00000234190,ENST00000536405,ENSE00001628510,147788608,147788953,346
972,973,ENSG00000234225,ENST00000536405,ENSE00001592381,147003581,147003618,38
973,974,ENSG00000234225,ENST00000536405,ENSE00001737630,147002897,147003191,295
974,975,ENSG00000234225,ENST00000536405,ENSE00001746866,147001931,147002332,402
975,976,ENSG00000234225,ENST00000541891,ENSE00001651134,147002897,147003184,288
976,977,ENSG00000234225,ENST00000541891,ENSE00001641441,147002429,147002577,149
977,978,ENSG00000234225,ENST00000541891,ENSE00001785968,147002282,147002332,51
978,979,ENSG00000234244,ENST00000536405,ENSE00001686572,18746433,18746791,359
979,980,ENSG00000234244,ENST00000536405,ENSE00001674952,18747665,18747853,189
980,981,ENSG00000234248,ENST00000536405,ENSE00001752624,6920429,6920472,44
981,982,ENSG00000234248,ENST00000536405,ENSE00001677026,6891850,6891957,108
982,983,ENSG00000234248,ENST00000536405,ENSE00001645165,6891457,6891603,147
983,984,ENSG00000234296,ENST00000536405,ENSE00001617819,26643228,26643596,369
984,985,ENSG00000234296,ENST00000536405,ENSE00001704676,26644914,26645016,103
985,986,ENSG00000234306,ENST00000536405,ENSE00001597655,10366223,10366487,265
986,987,ENSG00000234306,ENST00000536405,ENSE00001714027,10365180,10365249,70
987,988,ENSG00000234318,ENST00000536405,ENSE00001780475,62896009,62896109,101
988,989,ENSG00000234318,ENST00000536405,ENSE00001770428,62901294,62901639,346
989,990,ENSG00000234396,ENST00000536405,ENSE00001603085,2212523,2212644,122
990,991,ENSG00000234396,ENST00000536405,ENSE00001607640,2220535,2220738,204
991,992,ENSG00000234464,ENST00000536405,ENSE00001760726,238276037,238276159,123
992,993,ENSG00000234464,ENST00000536405,ENSE00001779922,238286943,238287016,74
993,994,ENSG00000234542,ENST00000536405,ENSE00001674341,123574227,123574378,152
994,995,ENSG00000234542,ENST00000536405,ENSE00001748053,123581944,123582089,146
995,996,ENSG00000234542,ENST00000536405,ENSE00001625805,123583628,123583767,140
996,997,ENSG00000234571,ENST00000536405,ENSE00001801476,143884016,143885076,1061
997,998,ENSG00000234571,ENST00000536405,ENSE00001749426,143877731,143880209,2479
998,999,ENSG00000234580,ENST00000536405,ENSE00001725265,44601950,44602104,155
999,1000,ENSG00000234580,ENST00000536405,ENSE00001627776,44591208,44591784,577
1000,1001,ENSG00000234640,ENST00000536405,ENSE00001706547,128319962,128320214,253
1001,1002,ENSG00000234640,ENST00000536405,ENSE00001627107,128316282,128316374,93
1002,1003,ENSG00000234754,ENST00000536405,ENSE00001738344,221335863,221336296,434
1003,1004,ENSG00000234754,ENST00000536405,ENSE00001728171,221330080,221333985,3906
1004,1005,ENSG00000234754,ENST00000541891,ENSE00001597718,221335863,221335920,58
1005,1006,ENSG00000234754,ENST00000541891,ENSE00001746403,221333835,221333985,151
1006,1007,ENSG00000234754,ENST00000541891,ENSE00001790437,221332639,221333074,436
1007,1008,ENSG00000234810,ENST00000536405,ENSE00003824935,55329288,55329425,138
1008,1009,ENSG00000234810,ENST00000536405,ENSE00001712554,55614921,55615002,82
1009,1010,ENSG00000234810,ENST00000536405,ENSE00003787214,55673260,55673317,58
1010,1011,ENSG00000234810,ENST00000536405,ENSE00003822762,55832264,55832568,305
1011,1012,ENSG00000234810,ENST00000541891,ENSE00003826318,55361408,55361565,158
1012,1013,ENSG00000234810,ENST00000541891,ENSE00001712554,55614921,55615002,82
1013,1014,ENSG00000234810,ENST00000541891,ENSE00003787214,55673260,55673317,58
1014,1015,ENSG00000234810,ENST00000541891,ENSE00003822762,55832264,55832568,305
1015,1016,ENSG00000234810,ENST00000244906,ENSE00001721335,55581037,55581194,158
1016,1017,ENSG00000234810,ENST00000244906,ENSE00001712554,55614921,55615002,82
1017,1018,ENSG00000234810,ENST00000244906,ENSE00001523642,55731180,55735002,3823
1018,1019,ENSG00000234810,ENST00000602376,ENSE00003791639,55581061,55581194,134
1019,1020,ENSG00000234810,ENST00000602376,ENSE00001712554,55614921,55615002,82
1020,1021,ENSG00000234810,ENST00000602376,ENSE00003787214,55673260,55673317,58
1021,1022,ENSG00000234810,ENST00000602376,ENSE00003786571,55832264,55832572,309
1022,1023,ENSG00000234810,ENST00000532116,ENSE00001757876,55823807,55823901,95
1023,1024,ENSG00000234810,ENST00000532116,ENSE00001708423,55832264,55832425,162
1024,1025,ENSG00000234810,ENST00000532116,ENSE00001664224,55847429,55847537,109
1025,1026,ENSG00000234810,ENST00000532116,ENSE00001675001,55862932,55863059,128
1026,1027,ENSG00000234810,ENST00000532116,ENSE00001633171,55868098,55868248,151
1027,1028,ENSG00000234810,ENST00000602310,ENSE00003821539,55823816,55823901,86
1028,1029,ENSG00000234810,ENST00000602310,ENSE00001708423,55832264,55832425,162
1029,1030,ENSG00000234810,ENST00000602310,ENSE00001664224,55847429,55847537,109
1030,1031,ENSG00000234810,ENST00000602310,ENSE00003822109,55961883,55961989,107
1031,1032,ENSG00000234810,ENST00000602310,ENSE00003823568,55975328,55975471,144
1032,1033,ENSG00000234810,ENST00000602310,ENSE00003817075,55978494,55978578,85
1033,1034,ENSG00000234810,ENST00000602310,ENSE00003815318,56017724,56017855,132
1034,1035,ENSG00000234810,ENST00000602310,ENSE00003821499,56058018,56058099,82
1035,1036,ENSG00000234810,ENST00000602310,ENSE00003827811,56058878,56058964,87
1036,1037,ENSG00000234810,ENST00000602310,ENSE00003823680,56059047,56059089,43
1037,1038,ENSG00000234810,ENST00000602310,ENSE00003819610,56059472,56059625,154
1038,1039,ENSG00000234810,ENST00000602310,ENSE00003827744,56070300,56070513,214
1039,1040,ENSG00000234917,ENST00000536405,ENSE00001665838,42678735,42678869,135
1040,1041,ENSG00000234917,ENST00000536405,ENSE00001694935,42681194,42681659,466
1041,1042,ENSG00000234918,ENST00000536405,ENSE00001660757,37240887,37241016,130
1042,1043,ENSG00000234918,ENST00000536405,ENSE00001609287,37241171,37241273,103
1043,1044,ENSG00000234918,ENST00000536405,ENSE00001781967,37241948,37242049,102
1044,1045,ENSG00000235011,ENST00000536405,ENSE00001653331,79323769,79323959,191
1045,1046,ENSG00000235011,ENST00000536405,ENSE00001801473,79324700,79324863,164
1046,1047,ENSG00000235021,ENST00000536405,ENSE00001705848,246690047,246690214,168
1047,1048,ENSG00000235021,ENST00000536405,ENSE00001701877,246691468,246691821,354
1048,1049,ENSG00000235038,ENST00000536405,ENSE00001791073,58060139,58060307,169
1049,1050,ENSG00000235038,ENST00000536405,ENSE00001643817,58071550,58071634,85
1050,1051,ENSG00000235038,ENST00000536405,ENSE00001639721,58074399,58074425,27
1051,1052,ENSG00000235038,ENST00000536405,ENSE00001595756,58077989,58078063,75
1052,1053,ENSG00000235038,ENST00000536405,ENSE00001698321,58080011,58080274,264
1053,1054,ENSG00000235052,ENST00000536405,ENSE00001593493,23550765,23550915,151
1054,1055,ENSG00000235052,ENST00000536405,ENSE00001748489,23549139,23549443,305
1055,1056,ENSG00000235100,ENST00000536405,ENSE00001669643,89699524,89699671,148
1056,1057,ENSG00000235100,ENST00000536405,ENSE00001611351,89692529,89692607,79
1057,1058,ENSG00000235100,ENST00000536405,ENSE00001757270,89667181,89668251,1071
1058,1059,ENSG00000235140,ENST00000536405,ENSE00003819383,59578467,59579076,610
1059,1060,ENSG00000235140,ENST00000536405,ENSE00001698239,59594952,59595051,100
1060,1061,ENSG00000235140,ENST00000536405,ENSE00003819460,59596325,59596363,39
1061,1062,ENSG00000235140,ENST00000541891,ENSE00001782110,59589150,59589371,222
1062,1063,ENSG00000235140,ENST00000541891,ENSE00001698239,59594952,59595051,100
1063,1064,ENSG00000235140,ENST00000541891,ENSE00001671437,59596325,59596421,97
1064,1065,ENSG00000235140,ENST00000541891,ENSE00001773789,59611131,59611248,118
1065,1066,ENSG00000235140,ENST00000244906,ENSE00001698239,59594952,59595051,100
1066,1067,ENSG00000235140,ENST00000244906,ENSE00003830369,59622122,59622222,101
1067,1068,ENSG00000235140,ENST00000244906,ENSE00003827293,59622902,59622979,78
1068,1069,ENSG00000235140,ENST00000244906,ENSE00003824163,59628519,59628677,159
1069,1070,ENSG00000235140,ENST00000244906,ENSE00003818092,59629345,59629442,98
1070,1071,ENSG00000235140,ENST00000244906,ENSE00003820396,59630009,59630138,130
1071,1072,ENSG00000235140,ENST00000244906,ENSE00003817611,59648670,59650345,1676
1072,1073,ENSG00000235146,ENST00000536405,ENSE00001621971,587629,587701,73
1073,1074,ENSG00000235146,ENST00000536405,ENSE00001665260,594235,594768,534
1074,1075,ENSG00000235146,ENST00000541891,ENSE00001734474,587668,587729,62
1075,1076,ENSG00000235146,ENST00000541891,ENSE00001607178,594235,594574,340
1076,1077,ENSG00000235152,ENST00000536405,ENSE00001699441,232160091,232160223,133
1077,1078,ENSG00000235152,ENST00000536405,ENSE00001662304,232183938,232184077,140
1078,1079,ENSG00000235152,ENST00000536405,ENSE00001784194,232185099,232185643,545
1079,1080,ENSG00000235198,ENST00000536405,ENSE00001671937,117572296,117572457,162
1080,1081,ENSG00000235198,ENST00000536405,ENSE00001649740,117566016,117566144,129
1081,1082,ENSG00000235198,ENST00000536405,ENSE00001775733,117562084,117562267,184
1082,1083,ENSG00000235215,ENST00000536405,ENSE00001658077,59078032,59078116,85
1083,1084,ENSG00000235215,ENST00000536405,ENSE00001737441,59059638,59059682,45
1084,1085,ENSG00000235215,ENST00000536405,ENSE00001740474,59055999,59056185,187
1085,1086,ENSG00000235263,ENST00000536405,ENSE00001740208,9503221,9503471,251
1086,1087,ENSG00000235263,ENST00000536405,ENSE00001787692,9501092,9501548,457
1087,1088,ENSG00000235303,ENST00000536405,ENSE00001702733,170598854,170599015,162
1088,1089,ENSG00000235303,ENST00000536405,ENSE00001631335,170639109,170639797,689
1089,1090,ENSG00000235303,ENST00000536405,ENSE00001802897,170646268,170647339,1072
1090,1091,ENSG00000235356,ENST00000536405,ENSE00003834284,65271319,65271363,45
1091,1092,ENSG00000235356,ENST00000536405,ENSE00003832608,65286054,65286113,60
1092,1093,ENSG00000235356,ENST00000536405,ENSE00003835522,65307361,65307471,111
1093,1094,ENSG00000235356,ENST00000536405,ENSE00003835760,65309008,65309117,110
1094,1095,ENSG00000235356,ENST00000536405,ENSE00003831914,65314800,65315080,281
1095,1096,ENSG00000235356,ENST00000541891,ENSE00001706779,65313785,65313828,44
1096,1097,ENSG00000235356,ENST00000541891,ENSE00001688562,65314003,65314094,92
1097,1098,ENSG00000235356,ENST00000541891,ENSE00001756720,65314800,65314970,171
1098,1099,ENSG00000235358,ENST00000536405,ENSE00001674669,41242373,41242706,334
1099,1100,ENSG00000235358,ENST00000536405,ENSE00001766482,41260743,41260873,131
1100,1101,ENSG00000235358,ENST00000536405,ENSE00001621807,41264401,41264558,158
1101,1102,ENSG00000235358,ENST00000541891,ENSE00001747524,41242575,41242706,132
1102,1103,ENSG00000235358,ENST00000541891,ENSE00001685956,41284285,41284861,577
1103,1104,ENSG00000235358,ENST00000244906,ENSE00001805273,41260781,41260873,93
1104,1105,ENSG00000235358,ENST00000244906,ENSE00001640799,41263841,41264108,268
1105,1106,ENSG00000235358,ENST00000244906,ENSE00001599064,41264401,41264553,153
1106,1107,ENSG00000235612,ENST00000536405,ENSE00001763878,56145721,56145881,161
1107,1108,ENSG00000235612,ENST00000536405,ENSE00001622860,56151001,56151271,271
1108,1109,ENSG00000235612,ENST00000536405,ENSE00001747196,56154926,56155224,299
1109,1110,ENSG00000235736,ENST00000536405,ENSE00001593725,168774325,168774490,166
1110,1111,ENSG00000235736,ENST00000536405,ENSE00001603068,168763365,168763616,252
1111,1112,ENSG00000235858,ENST00000536405,ENSE00001674174,80333771,80333858,88
1112,1113,ENSG00000235858,ENST00000536405,ENSE00001607207,80334176,80334426,251
1113,1114,ENSG00000236009,ENST00000536405,ENSE00001626772,21415898,21415935,38
1114,1115,ENSG00000236009,ENST00000536405,ENSE00001603460,21416326,21416619,294
1115,1116,ENSG00000236009,ENST00000536405,ENSE00001786154,21417218,21417492,275
1116,1117,ENSG00000236009,ENST00000541891,ENSE00001597153,21416322,21416619,298
1117,1118,ENSG00000236009,ENST00000541891,ENSE00001736328,21416972,21417121,150
1118,1119,ENSG00000236009,ENST00000541891,ENSE00001745979,21417218,21417374,157
1119,1120,ENSG00000236069,ENST00000536405,ENSE00003819628,192517190,192517906,717
1120,1121,ENSG00000236069,ENST00000536405,ENSE00001752718,192530307,192530504,198
1121,1122,ENSG00000236069,ENST00000536405,ENSE00001616262,192537754,192538102,349
1122,1123,ENSG00000236069,ENST00000541891,ENSE00001612787,192529579,192529715,137
1123,1124,ENSG00000236069,ENST00000541891,ENSE00001752718,192530307,192530504,198
1124,1125,ENSG00000236069,ENST00000541891,ENSE00001616262,192537754,192538102,349
1125,1126,ENSG00000236098,ENST00000536405,ENSE00001619638,94324407,94324569,163
1126,1127,ENSG00000236098,ENST00000536405,ENSE00001703043,94318479,94318907,429
1127,1128,ENSG00000236129,ENST00000536405,ENSE00001602183,131187022,131187127,106
1128,1129,ENSG00000236129,ENST00000536405,ENSE00001679692,131189225,131189753,529
1129,1130,ENSG00000236140,ENST00000536405,ENSE00001743593,145287636,145287755,120
1130,1131,ENSG00000236140,ENST00000536405,ENSE00001638363,145286610,145286870,261
1131,1132,ENSG00000236206,ENST00000536405,ENSE00001621439,165598463,165598684,222
1132,1133,ENSG00000236206,ENST00000536405,ENSE00001688641,165605596,165605688,93
1133,1134,ENSG00000236206,ENST00000536405,ENSE00001752384,165621518,165621607,90
1134,1135,ENSG00000236206,ENST00000536405,ENSE00001735021,165623245,165623331,87
1135,1136,ENSG00000236230,ENST00000536405,ENSE00003845464,222388957,222389103,147
1136,1137,ENSG00000236230,ENST00000536405,ENSE00001728089,222385641,222385692,52
1137,1138,ENSG00000236230,ENST00000536405,ENSE00003844804,222367192,222367411,220
1138,1139,ENSG00000236230,ENST00000536405,ENSE00003844547,222188632,222188726,95
1139,1140,ENSG00000236230,ENST00000536405,ENSE00003843005,222120793,222120882,90
1140,1141,ENSG00000236230,ENST00000536405,ENSE00003845301,222112639,222112739,101
1141,1142,ENSG00000236230,ENST00000536405,ENSE00003846908,222088806,222089565,760
1142,1143,ENSG00000236230,ENST00000541891,ENSE00001690550,222387320,222387434,115
1143,1144,ENSG00000236230,ENST00000541891,ENSE00001728089,222385641,222385692,52
1144,1145,ENSG00000236230,ENST00000541891,ENSE00001633535,222218379,222218489,111
1145,1146,ENSG00000236230,ENST00000541891,ENSE00001657428,222089169,222089565,397
1146,1147,ENSG00000236335,ENST00000536405,ENSE00001621082,30411453,30411638,186
1147,1148,ENSG00000236335,ENST00000536405,ENSE00001648252,30410924,30411079,156
1148,1149,ENSG00000236335,ENST00000536405,ENSE00001628922,30409560,30409724,165
1149,1150,ENSG00000236372,ENST00000536405,ENSE00001701526,232178797,232180113,1317
1150,1151,ENSG00000236372,ENST00000536405,ENSE00001656933,232174932,232175855,924
1151,1152,ENSG00000236427,ENST00000536405,ENSE00001784185,152205858,152206055,198
1152,1153,ENSG00000236427,ENST00000536405,ENSE00001632788,152206859,152207057,199
1153,1154,ENSG00000236601,ENST00000536405,ENSE00001634442,358857,358929,73
1154,1155,ENSG00000236601,ENST00000536405,ENSE00001787178,365171,365704,534
1155,1156,ENSG00000236601,ENST00000541891,ENSE00001700697,358872,358957,86
1156,1157,ENSG00000236601,ENST00000541891,ENSE00001745103,365171,365510,340
1157,1158,ENSG00000236601,ENST00000244906,ENSE00003784495,360057,360168,112
1158,1159,ENSG00000236601,ENST00000244906,ENSE00003791014,365171,366052,882
1159,1160,ENSG00000236716,ENST00000536405,ENSE00001718322,28743745,28744107,363
1160,1161,ENSG00000236716,ENST00000536405,ENSE00001746740,28744510,28744663,154
1161,1162,ENSG00000236800,ENST00000536405,ENSE00001743614,48672304,48672424,121
1162,1163,ENSG00000236800,ENST00000536405,ENSE00001731397,48664199,48664412,214
1163,1164,ENSG00000236846,ENST00000536405,ENSE00001797040,223144049,223144243,195
1164,1165,ENSG00000236846,ENST00000536405,ENSE00001645603,223144537,223144954,418
1165,1166,ENSG00000236889,ENST00000536405,ENSE00001637960,206177099,206177246,148
1166,1167,ENSG00000236889,ENST00000536405,ENSE00001648038,206175060,206175182,123
1167,1168,ENSG00000236892,ENST00000536405,ENSE00001627243,3536779,3537031,253
1168,1169,ENSG00000236892,ENST00000536405,ENSE00001691167,3532094,3532270,177
1169,1170,ENSG00000236892,ENST00000541891,ENSE00001644549,3536779,3536857,79
1170,1171,ENSG00000236892,ENST00000541891,ENSE00001747289,3535112,3535404,293
1171,1172,ENSG00000236897,ENST00000536405,ENSE00001640985,5107438,5107530,93
1172,1173,ENSG00000236897,ENST00000536405,ENSE00001628221,5106062,5106837,776
1173,1174,ENSG00000236947,ENST00000536405,ENSE00001765039,156456353,156456466,114
1174,1175,ENSG00000236947,ENST00000536405,ENSE00001700413,156455628,156455721,94
1175,1176,ENSG00000236947,ENST00000536405,ENSE00001635950,156454643,156454795,153
1176,1177,ENSG00000236947,ENST00000536405,ENSE00001793721,156446412,156446573,162
1177,1178,ENSG00000236947,ENST00000541891,ENSE00001723669,156456353,156456577,225
1178,1179,ENSG00000236947,ENST00000541891,ENSE00001700413,156455628,156455721,94
1179,1180,ENSG00000236947,ENST00000541891,ENSE00001787703,156452897,156453252,356
1180,1181,ENSG00000236948,ENST00000536405,ENSE00003796863,5668141,5668255,115
1181,1182,ENSG00000236948,ENST00000536405,ENSE00003796890,5563170,5563355,186
1182,1183,ENSG00000236948,ENST00000536405,ENSE00003795370,5561709,5562254,546
1183,1184,ENSG00000236948,ENST00000541891,ENSE00001679285,5668141,5668295,155
